DuftnoteID,Duftnote,AllgemeineDuftnote,Duftgruppen
616,Irisch Moos,Iris,Blumige-Noten
617,japanischer Blasentang,japanischer Blasentang,
618,Laminaria,Laminaria,
619,Lappentang,Lappentang,
620,Nori,Nori,Gourmand-Noten
621,Rotalge,Rotalge,
622,rotes Seegras,rotes Seegras,
623,sardinisches Seegras,sardinisches Seegras,
624,schwarze Alge,schwarze Alge,
625,Seegras,Seegras,
626,Seegras Absolue,Seegras Absolue,
627,ägyptischer Seetang,maritime Noten,Aquatische-Noten
628,Arctical,maritime Noten,Riechstoffe
629,Auster,maritime Noten,
630,Austernpflanze,maritime Noten,Krautige-Noten
631,blauer Seetang,maritime Noten,Aquatische-Noten
632,Gischt,Gischt,
633,italienischer Seetang,maritime Noten,Aquatische-Noten
634,italienisches Meersalz,salzige Noten,Mineralische-Noten
635,Koralle,Koralle,
636,Meeresbrise,maritime Noten,
637,Meeresmineralien,maritime Noten,Mineralische-Noten
638,Meeresnebel,Meeresnebel,
639,Meerespflanzen,maritime Noten,Grüne-Noten
640,Meersalz,salzige Noten,Mineralische-Noten
641,Meerwasser,maritime Noten,
642,mexikanisches Meersalz,salzige Noten,Mineralische-Noten
643,Muschelschale,Muschelschale,
644,North Atlantic,North Atlantic,Riechstoffe
645,Perlbootschale,Perlbootschale,
646,Pino Acetaldehyde,Pino Acetaldehyde,Aldehyde
647,salzige Luft,salzige Noten,
648,Seestern,Seestern,
649,Sonnencreme,Sonnencreme,
650,Sonnenöl,Sonnenöl,
651,Blauer-Himmel-Akkord,Blauer-Himmel-Akkord,
652,flüssiger Sauerstoff-Akkord,flüssiger Sauerstoff-Akkord,
653,Helional,Helional,Grüne-Noten
654,Luft-Akkord,Luft-Akkord,
655,Sauerstoff,Sauerstoff,
656,französischer Seetang,maritime Noten,Aquatische-Noten
657,getrockneter Seetang,maritime Noten,Aquatische-Noten
658,roter Seetang,maritime Noten,Aquatische-Noten
659,Seetang Absolue,maritime Noten,Aquatische-Noten
660,Balm of Gilead,Balm of Gilead,Harzige-Noten
661,Balsabaum,Balsabaum,Harzige-Noten
662,Balsam,Balsam,Balsamische-Noten
663,Balsam-Pappel Absolue,Balsam-Pappel Absolue,Balsamische-Noten
664,Balsam-Springkraut,Balsam-Springkraut,Balsamische-Noten
665,Balsambaum,Balsambaum,Balsamische-Noten
666,Balsamstrauch,Balsamstrauch,Balsamische-Noten
667,Benzylsalicylat,Benzylsalicylat,Blumige-Noten
668,brasilianischer Kopaivabalsam,brasilianischer Kopaivabalsam,Balsamische-Noten
669,Canthoxal,Canthoxal,Blumige-Noten
670,Choya Loban,Choya Loban,Harzige-Noten
671,Choya Loban Absolue,Choya Loban Absolue,Harzige-Noten
672,Fichtenbalsam,Fichtenbalsam,Balsamische-Noten
673,Fragonia,Fragonia,Riechstoffe
674,französische Zistrose,Rosen,Balsamische-Noten
675,griechische Zistrose,Rosen,Balsamische-Noten
676,Gurjunbalsam,Gurjunbalsam,Balsamische-Noten
677,Gurjunbalsam Absolue,Gurjunbalsam Absolue,Balsamische-Noten
678,honduranischer Tolubalsam,honduranischer Tolubalsam,Balsamische-Noten
679,indische Zistrose,Rosen,Balsamische-Noten
680,indische Zistrose Absolue,Rosen,Balsamische-Noten
681,indischer Gurjunbalsam,indischer Gurjunbalsam,Balsamische-Noten
682,indonesischer Gurjunbalsam,indonesischer Gurjunbalsam,Balsamische-Noten
683,kanadischer Tannenbalsam Absolue,kanadischer Tannenbalsam Absolue,Balsamische-Noten
684,kolumbianischer Tolubalsam,kolumbianischer Tolubalsam,Balsamische-Noten
685,korsische Zistrose,Rosen,Balsamische-Noten
686,Kretische Zistrose,Rosen,Balsamische-Noten
687,Kretische Zistrose Absolue,Rosen,Balsamische-Noten
688,malaiischer Gurjunbalsam,malaiischer Gurjunbalsam,Balsamische-Noten
689,malaysischer Gurjunbalsam,malaysischer Gurjunbalsam,Balsamische-Noten
690,marokkanische Zistrose,Rosen,Balsamische-Noten
691,marokkanische Zistrose Absolue,Rosen,Balsamische-Noten
692,Myrosweliabalsam,Myrosweliabalsam,Balsamische-Noten
693,peruanischer Kopaivabalsam,peruanischer Kopaivabalsam,Balsamische-Noten
694,portugiesische Zistrose,Rosen,Balsamische-Noten
695,provenzalische Zistrose,Rosen,Balsamische-Noten
696,salvadorianischer Tolubalsam,salvadorianischer Tolubalsam,Balsamische-Noten
697,Sibirischer Tannenbalsam,Sibirischer Tannenbalsam,Balsamische-Noten
698,spanische Zistrose,Rosen,Balsamische-Noten
699,spanische Zistrose Absolue,Rosen,Balsamische-Noten
700,spanische Zistrose Absolue Orpur,Rosen,Balsamische-Noten
701,spanische Zistrose Concrete,Rosen,Balsamische-Noten
702,spanische Zistrose Orpur,Rosen,Balsamische-Noten
703,Tannenbalsam Absolue,Tannenbalsam Absolue,Balsamische-Noten
704,thailändischer Gurjunbalsam,thailändischer Gurjunbalsam,Balsamische-Noten
705,tibetische Zistrose,Rosen,Balsamische-Noten
706,Tonkiphorabalsam,Tonkiphorabalsam,Balsamische-Noten
707,türkische Zistrose,Rosen,Balsamische-Noten
708,Weißliche Zistrose,Rosen,Balsamische-Noten
709,westindisches Amyris,westindisches Amyris,Balsamische-Noten
710,Zistrose Absolue,Rosen,Balsamische-Noten
711,Zistrose Concrete,Rosen,Balsamische-Noten
712,Amyrisrinde,Amyrisrinde,Balsamische-Noten
713,dominikanisches Amyris,dominikanisches Amyris,Balsamische-Noten
714,haitianisches Amyris,haitianisches Amyris,Balsamische-Noten
715,jamaikanisches Amyris,jamaikanisches Amyris,Balsamische-Noten
716,karibisches Amyris,karibisches Amyris,Balsamische-Noten
717,Balsam-Pappelknospe,Balsam-Pappelknospe,Balsamische-Noten
718,Westliche Balsam-Pappel,Westliche Balsam-Pappel,Balsamische-Noten
719,afrikanischer Balsam,afrikanischer Balsam,Balsamische-Noten
720,Kanadabalsam,Kanadabalsam,Balsamische-Noten
721,Nulu-Balsam,Nulu-Balsam,Balsamische-Noten
722,Tanne,Tanne,Holzige-Noten
723,Balsamtanne Absolue,Balsamtanne Absolue,Balsamische-Noten
724,Balsamtannenharz,Balsamtannenharz,Balsamische-Noten
725,Balsamtannennadel,Balsamtannennadel,Balsamische-Noten
726,kanadische Balsamtanne Absolue,kanadische Balsamtanne Absolue,Balsamische-Noten
727,Gurjun-Holz,holzige Noten,Holzige-Noten
728,Adlerholzharz,holzige Noten,Orientalische-Noten
729,Ahornharz,Ahornharz,Balsamische-Noten
730,Ammoniakgummi,Ammoniakgummi,Ohne Klassifizierung
731,Arizona-Kiefernharz Absolue,Arizona-Kiefernharz Absolue,Balsamische-Noten
732,Baumharz,Baumharz,Balsamische-Noten
733,Birkenharz,Birkenharz,Balsamische-Noten
734,Blaufichtenharz,Blaufichtenharz,Balsamische-Noten
735,Borneo-Adlerholzharz,holzige Noten,Orientalische-Noten
736,chinesisches Palisanderholzharz,holzige Noten,Balsamische-Noten
737,Copaifera-Harz,Copaifera-Harz,Balsamische-Noten
738,Ebenholzharz,holzige Noten,Balsamische-Noten
739,Eichenharz,Eichenharz,Balsamische-Noten
740,Eichenmoosharz,Eichenmoosharz,Balsamische-Noten
741,Eldarkiefernharz,Eldarkiefernharz,Balsamische-Noten
742,exotische Harze,exotische Harze,Balsamische-Noten
743,Feigenharz,Feigenharz,Balsamische-Noten
744,Fichtenharz,Fichtenharz,Balsamische-Noten
745,Fraser-Tannenharz,Fraser-Tannenharz,Balsamische-Noten
746,Gelbkiefernharz,Gelbkiefernharz,Balsamische-Noten
747,Gemeines Fichtenharz,Gemeines Fichtenharz,Balsamische-Noten
748,Grasbaumharz,Grasbaumharz,Balsamische-Noten
749,grüne Harze,grüne Harze,Balsamische-Noten
750,Guajak-Harz,Guajak-Harz,Balsamische-Noten
751,Halmaddi,Halmaddi,Harzige-Noten
752,Hinoki-Harz,Hinoki-Harz,Balsamische-Noten
753,indische Harze,indische Harze,Balsamische-Noten
754,indonesisches Dammarharz,indonesisches Dammarharz,Balsamische-Noten
755,italienisches Kiefernharz,italienisches Kiefernharz,Balsamische-Noten
756,Johannisbrotbaumharz,Johannisbrotbaumharz,Balsamische-Noten
757,kambodschanisches Adlerholzharz,holzige Noten,Orientalische-Noten
758,kanadisches Tannenharz,kanadisches Tannenharz,Balsamische-Noten
759,kenianisches Zypressenharz,kenianisches Zypressenharz,Balsamische-Noten
760,Kerzenwachs,Kerzenwachs,
761,Kiefernharz,Kiefernharz,Balsamische-Noten
762,Kolophonium,Kolophonium,Harzige-Noten
763,Langlebige Kiefernharz,Langlebige Kiefernharz,Balsamische-Noten
764,Mopanebaumharz,Mopanebaumharz,Balsamische-Noten
765,Nadelbaumharz,Nadelbaumharz,Balsamische-Noten
766,Olivenbaumharz,Olivenbaumharz,Balsamische-Noten
767,orientalische Harze,orientalische Harze,Balsamische-Noten
768,Palisanderholzharz,holzige Noten,Balsamische-Noten
769,Palo Santo-Harz,Palo Santo-Harz,Balsamische-Noten
770,Pech-Kiefernharz,Pech-Kiefernharz,Balsamische-Noten
771,persisches Baumharz,persisches Baumharz,Balsamische-Noten
772,Pfirsichbaumharz,Pfirsichbaumharz,Balsamische-Noten
773,Pinyon-Kiefernharz,Pinyon-Kiefernharz,Balsamische-Noten
774,Pinyon-Kiefernharz Absolue,Pinyon-Kiefernharz Absolue,Balsamische-Noten
775,Pistazienbaumharz,Nüsse,Balsamische-Noten
776,Sandelholzharz,Sandelholz,Balsamische-Noten
777,Schwarzkiefernharz,Schwarzkiefernharz,Balsamische-Noten
778,sibirisches Zedernharz,sibirisches Zedernharz,Balsamische-Noten
779,spanisches Harz,spanisches Harz,Balsamische-Noten
780,Takamaka-Harz,Takamaka-Harz,Balsamische-Noten
781,Tannenharz,Tannenharz,Balsamische-Noten
782,Teak-Harz,Teak-Harz,Balsamische-Noten
783,Terpentin,Terpentin,Harzige-Noten
784,Virginiazedernharz,Virginiazedernharz,Balsamische-Noten
785,Waldkieferharz,Waldkieferharz,Balsamische-Noten
786,Weihrauchharz,Weihrauchharz,Orientalische-Noten
787,Zedernharz,Zedernharz,Balsamische-Noten
788,Zypressenharz,Zypressenharz,Balsamische-Noten
789,Kiefer,Kiefer,Holzige-Noten
790,Kiefernbalsam Absolue,Kiefernbalsam Absolue,Balsamische-Noten
791,kolumbianischer Kopaivabalsam,kolumbianischer Kopaivabalsam,Balsamische-Noten
792,Kopaivabalsam Absolue,Kopaivabalsam Absolue,Balsamische-Noten
793,El-Salvador-Perubalsam,El-Salvador-Perubalsam,Balsamische-Noten
794,französischer Perubalsam,französischer Perubalsam,Balsamische-Noten
795,Perubalsam Absolue,Perubalsam Absolue,Balsamische-Noten
796,französischer Tannenbalsam,französischer Tannenbalsam,Balsamische-Noten
797,kanadischer Tannenbalsam,kanadischer Tannenbalsam,Balsamische-Noten
798,russischer Tannenbalsam,russischer Tannenbalsam,Balsamische-Noten
799,Weißtannenbalsam,Weißtannenbalsam,Balsamische-Noten
800,afrikanischer Tolubalsam,afrikanischer Tolubalsam,Balsamische-Noten
801,brasilianischer Tolubalsam,brasilianischer Tolubalsam,Balsamische-Noten
802,französischer Tolubalsam,französischer Tolubalsam,Balsamische-Noten
803,kubanischer Tolubalsam,kubanischer Tolubalsam,Balsamische-Noten
804,peruanischer Tolubalsam,peruanischer Tolubalsam,Balsamische-Noten
805,Siam-Tolubalsam,Siam-Tolubalsam,Balsamische-Noten
806,Tolubalsam Absolue,Tolubalsam Absolue,Balsamische-Noten
807,Kopalharz,Kopalharz,Balsamische-Noten
808,omanischer Weihrauch,omanischer Weihrauch,Orientalische-Noten
809,Palo Santo,Palo Santo,
810,afrikanischer Weihrauch,afrikanischer Weihrauch,Orientalische-Noten
811,Armenisches Papier,Armenisches Papier,Holzige-Noten
812,äthiopischer Weihrauch,äthiopischer Weihrauch,Orientalische-Noten
813,äthiopischer Weihrauch Absolue,äthiopischer Weihrauch Absolue,Orientalische-Noten
814,bhutanischer Weihrauch,bhutanischer Weihrauch,Orientalische-Noten
815,Boswellia neglecta,Boswellia neglecta,
816,Boswellia papyrifera,Boswellia papyrifera,
817,Boswellia socotrana,Boswellia socotrana,
818,Breuzinho,Breuzinho,Rauchige-Noten
819,Elemi-Weihrauch,Elemi-Weihrauch,Orientalische-Noten
820,Elemi-Weihrauch CO,Elemi-Weihrauch CO,Orientalische-Noten
821,eritreischer Weihrauch,eritreischer Weihrauch,Orientalische-Noten
822,Indischer Weihrauch,Indischer Weihrauch,Orientalische-Noten
823,Indischer Weihrauch Absolue,Indischer Weihrauch Absolue,Orientalische-Noten
824,indonesischer Weihrauch,indonesischer Weihrauch,Orientalische-Noten
825,Java-Weihrauch,Java-Weihrauch,Orientalische-Noten
826,jemenitischer Weihrauch,jemenitischer Weihrauch,Orientalische-Noten
827,kenianischer Weihrauch,kenianischer Weihrauch,Orientalische-Noten
828,Kirchenweihrauch,Kirchenweihrauch,Orientalische-Noten
829,Kyphi,Kyphi,
830,Madagaskar-Weihrauch,Madagaskar-Weihrauch,Orientalische-Noten
831,marokkanischer Weihrauch,marokkanischer Weihrauch,Orientalische-Noten
832,Muskatone,Muskatone,Riechstoffe
833,nepalesischer Weihrauch,nepalesischer Weihrauch,Orientalische-Noten
834,nigerianischer Weihrauch,nigerianischer Weihrauch,Orientalische-Noten
835,nigerianischer Weihrauch Absolue,nigerianischer Weihrauch Absolue,Orientalische-Noten
836,Olibanol,Olibanol,Riechstoffe
837,omanischer grüner Weihrauch,omanischer grüner Weihrauch,Orientalische-Noten
838,omanischer grüner Weihrauch Absolue,omanischer grüner Weihrauch Absolue,Orientalische-Noten
839,omanischer roter Weihrauch,omanischer roter Weihrauch,Orientalische-Noten
840,omanischer weißer Weihrauch,omanischer weißer Weihrauch,Orientalische-Noten
841,persischer Weihrauch,persischer Weihrauch,Orientalische-Noten
842,roter Weihrauch,roter Weihrauch,Orientalische-Noten
843,Schwarzer Weihrauch,Schwarzer Weihrauch,Orientalische-Noten
844,Schwarzer Weihrauch Absolue,Schwarzer Weihrauch Absolue,Orientalische-Noten
845,Somalischer Weihrauch,Somalischer Weihrauch,Orientalische-Noten
846,Somalischer Weihrauch Absolue,Somalischer Weihrauch Absolue,Orientalische-Noten
847,Somalischer Weihrauch CO,Somalischer Weihrauch CO,Orientalische-Noten
848,Somalischer Weihrauch Orpur,Somalischer Weihrauch Orpur,Orientalische-Noten
849,südamerikanischer Weihrauch,südamerikanischer Weihrauch,Orientalische-Noten
850,sudanesischer Weihrauch,sudanesischer Weihrauch,Orientalische-Noten
851,Tanarius major,Tanarius major,
852,Tempel-Weihrauch,Tempel-Weihrauch,Orientalische-Noten
853,tibetischer Weihrauch,tibetischer Weihrauch,Orientalische-Noten
854,tunesischer Weihrauch,tunesischer Weihrauch,Orientalische-Noten
855,türkisches Weihrauchbaumholz,holzige Noten,Orientalische-Noten
856,usbekischer Weihrauch,usbekischer Weihrauch,Orientalische-Noten
857,Weihrauch Absolue,Weihrauch Absolue,Orientalische-Noten
858,Weihrauch CO,Weihrauch CO,Orientalische-Noten
859,Weihrauch CO Absolue,Weihrauch CO Absolue,Orientalische-Noten
860,Weihrauch Orpur,Weihrauch Orpur,Orientalische-Noten
861,Weihrauch-Asche,Weihrauch-Asche,Orientalische-Noten
862,Weihrauchbaumholz,holzige Noten,Orientalische-Noten
863,Weihrauchöl,Weihrauchöl,Orientalische-Noten
864,Weihrauchwasser,Weihrauchwasser,Orientalische-Noten
865,weißer Weihrauch,weißer Weihrauch,Orientalische-Noten
866,westafrikanischer Weihrauch,westafrikanischer Weihrauch,Orientalische-Noten
867,Lack-Zistrose,Rosen,Balsamische-Noten
868,Montpellier-Zistrose,Rosen,Balsamische-Noten
869,nordafrikanische Zistrose,Rosen,Balsamische-Noten
870,omanische Zistrose,Rosen,Balsamische-Noten
871,Zistrosenblatt,Rosen,Balsamische-Noten
872,Abend-Levkoje,Abend-Levkoje,Blumige-Noten
873,Acker-Witwenblume,Acker-Witwenblume,Blumige-Noten
874,Ackerdistel,Ackerdistel,Blumige-Noten
875,Ackerwinde,Ackerwinde,Blumige-Noten
876,Affodill,Affodill,Blumige-Noten
877,afghanische Indische Narde,afghanische Indische Narde,Blumige-Noten
878,afrikanische Freesie,afrikanische Freesie,Blumige-Noten
879,afrikanische Ringelblume,afrikanische Ringelblume,Blumige-Noten
880,afrikanische Rose Otto,Rosen,Blumige-Noten
881,Afrikanische Schmucklilie,Lilie,Blumige-Noten
882,afrikanische Strohblume,afrikanische Strohblume,Blumige-Noten
883,afrikanischer Sommerflieder,afrikanischer Sommerflieder,Blumige-Noten
884,afrikanisches Alpenveilchen,afrikanisches Alpenveilchen,Blumige-Noten
885,ägyptische Bitterorangenblüte,Orange,Blumige-Noten
886,ägyptische Bourbon-Rose,Rosen,Blumige-Noten
887,ägyptische Bourbon-Rosengeranie,Rosen,Blumige-Noten
888,ägyptische Damaszener-Rose,Rosen,Blumige-Noten
889,ägyptische Damaszener-Rose Absolue,Rosen,Blumige-Noten
890,ägyptische Kamille,Kamille,Blumige-Noten
891,ägyptische Mairose Concrete,Rosen,Blumige-Noten
892,ägyptischer Jasmin Absolue,Jasmin,Blumige-Noten
893,ägyptischer Jasmin Absolue Orpur,Jasmin,Blumige-Noten
894,ägyptischer Jasmin CO,Jasmin,Blumige-Noten
895,ägyptischer Jasmin-Sambac Absolue,Jasmin,Blumige-Noten
896,ägyptischer nachtblühender Jasmin,Jasmin,Blumige-Noten
897,Akanthus,Akanthus,Blumige-Noten
898,Alant,Alant,Blumige-Noten
899,Alba-Rose Attar,Rosen,Blumige-Noten
900,Alba-Rose Otto,Rosen,Blumige-Noten
901,albanische Narzisse,albanische Narzisse,Blumige-Noten
902,Alpen-Mannsschild,Alpen-Mannsschild,Blumige-Noten
903,Alpenglöckchen,Alpenglöckchen,Blumige-Noten
904,Alpenrose,Rosen,Blumige-Noten
905,Amalfi-Orangenblüte,Orange,Blumige-Noten
906,amerikanische Kartoffel-Rose,Rosen,Blumige-Noten
907,amerikanische Kartoffel-Rose Otto,Rosen,Blumige-Noten
908,anatolische Rose Otto,Rosen,Blumige-Noten
909,Anemone,Anemone,Blumige-Noten
910,Angico-Branco,Angico-Branco,Blumige-Noten
911,Anis-Ysop,Anis-Ysop,Blumige-Noten
912,Ann Pat Ewen-Rose,Rosen,Blumige-Noten
913,arabische Rose Otto,Rosen,Blumige-Noten
914,Aranda,Aranda,Blumige-Noten
915,aserbaidschanische Rose,Rosen,Blumige-Noten
916,aserbaidschanische Rose Otto,Rosen,Blumige-Noten
917,Ätna-Ginster,Ätna-Ginster,Blumige-Noten
918,australische Mimose,australische Mimose,Blumige-Noten
919,australische Ringelblume,australische Ringelblume,Blumige-Noten
920,australischer Jasmin,Jasmin,Blumige-Noten
921,australischer wilder Jasmin,Jasmin,Blumige-Noten
922,Australisches Veilchen,Australisches Veilchen,Blumige-Noten
923,Bakul Attar,Bakul Attar,Blumige-Noten
924,Balkan-Immortelle Absolue,Balkan-Immortelle Absolue,Blumige-Noten
925,Balkan-Storchschnabel,Balkan-Storchschnabel,Blumige-Noten
926,Ballonblume,Ballonblume,Blumige-Noten
927,Banksie,Banksie,Blumige-Noten
928,Bauhinie,Bauhinie,Blumige-Noten
929,Benzylacetat,Benzylacetat,Blumige-Noten
930,Berg-Magnolie,Berg-Magnolie,Blumige-Noten
931,Berg-Sandglöckchen,Berg-Sandglöckchen,Blumige-Noten
932,Besenginster,Besenginster,Blumige-Noten
933,blaue Anemone,blaue Anemone,Blumige-Noten
934,blaue Dahlie,blaue Dahlie,Blumige-Noten
935,Blaue Lupine,Blaue Lupine,Blumige-Noten
936,blauer Flieder CO,blauer Flieder CO,Blumige-Noten
937,blauer Jasmin,Jasmin,Blumige-Noten
938,Blauer Lotus CO,Blauer Lotus CO,Blumige-Noten
939,Blumenrohr,Blumenrohr,Blumige-Noten
940,Blüten Attar,Blüten Attar,Blumige-Noten
941,Borrachero,Borrachero,Blumige-Noten
942,Bougainvillea,Bougainvillea,Blumige-Noten
943,Bourbon-Pelargonie,Bourbon-Pelargonie,Blumige-Noten
944,Bourbon-Rosengeranie Absolue,Rosen,Blumige-Noten
945,Bouvardia,Bouvardia,Blumige-Noten
946,Brassavola-Glauca-Orchidee,Orchidee,Blumige-Noten
947,Breitblättrige Lorbeerrose,Rosen,Blumige-Noten
948,Breitblättrige Pentanisie,Breitblättrige Pentanisie,Blumige-Noten
949,Bromelie,Bromelie,Blumige-Noten
950,bulgarische Alba-Rose Otto,Rosen,Blumige-Noten
951,bulgarische Damaszener-Rose,Rosen,Blumige-Noten
952,bulgarische Damaszener-Rose Absolue,Rosen,Blumige-Noten
953,bulgarische Damaszener-Rose Otto,Rosen,Blumige-Noten
954,bulgarische pinke Alba-Rose,Rosen,Blumige-Noten
955,bulgarische Rose Concrete,Rosen,Blumige-Noten
956,bulgarische Rose Otto,Rosen,Blumige-Noten
957,bulgarische weiße Rose Otto,Rosen,Blumige-Noten
958,Buschmannskerze,Buschmannskerze,Blumige-Noten
959,Buschmannskerze Absolue,Buschmannskerze Absolue,Blumige-Noten
960,Buschrose,Rosen,Blumige-Noten
961,Butterblume,Butterblume,Blumige-Noten
962,Cashmeran,Cashmeran,Blumige-Noten
963,CB Violet Empress,CB Violet Empress,Blumige-Noten
964,Champaka,Champaka,Blumige-Noten
965,chinesische Gardenie CO,chinesische Gardenie CO,Blumige-Noten
966,chinesische Rose Otto,Rosen,Blumige-Noten
967,chinesische Sternmagnolie,chinesische Sternmagnolie,Blumige-Noten
968,chinesischer Jasmin Absolue,Jasmin,Blumige-Noten
969,chinesisches Geißblatt,chinesisches Geißblatt,Blumige-Noten
970,Coccoloba,Coccoloba,Blumige-Noten
971,Conobea scoparioides,Conobea scoparioides,Blumige-Noten
972,Coranol,Coranol,Blumige-Noten
973,Cyclosal,Cyclosal,Blumige-Noten
974,dalmatische Immortelle,dalmatische Immortelle,Blumige-Noten
975,Damascenone,Damascenone,Blumige-Noten
976,Damascone,Damascone,Blumige-Noten
977,Damaszener-Rose,Rosen,Blumige-Noten
978,Damaszener-Rose Absolue,Rosen,Blumige-Noten
979,Damaszener-Rose Absolue Orpur,Rosen,Blumige-Noten
980,Damaszener-Rose Otto,Rosen,Blumige-Noten
981,deutsches Maiglöckchen,deutsches Maiglöckchen,Blumige-Noten
982,Dianthine,Dianthine,Blumige-Noten
983,Distel,Distel,Blumige-Noten
984,Dolden-Milchstern,Dolden-Milchstern,Blumige-Noten
985,dominikanische Wachsblume,dominikanische Wachsblume,Blumige-Noten
986,Drüsiges Springkraut,Drüsiges Springkraut,Blumige-Noten
987,Duftende Bisamblume,Duftende Bisamblume,Blumige-Noten
988,Duftende Korallenraute,Duftende Korallenraute,Blumige-Noten
989,Duftender Seidelbast,Duftender Seidelbast,Blumige-Noten
990,Duftveilchen,Duftveilchen,Blumige-Noten
991,Dünen-Trichternarzisse,Dünen-Trichternarzisse,Blumige-Noten
992,Dünenblume,Dünenblume,Blumige-Noten
993,Dünenveilchen,Dünenveilchen,Blumige-Noten
994,Echte Schlüsselblume,Echte Schlüsselblume,Blumige-Noten
995,Echter Lavendel Absolue,Lavendel,Blumige-Noten
996,Echtes Johanniskraut,Echtes Johanniskraut,Blumige-Noten
997,Echtes Mädesüß,Echtes Mädesüß,Blumige-Noten
998,Edelweiß,Edelweiß,Blumige-Noten
999,Eisenhut,Eisenhut,Blumige-Noten
1000,Elfenblume,Elfenblume,Blumige-Noten
1001,Engelsflügel-Jasmin,Jasmin,Blumige-Noten
1002,Engelstrompete,Engelstrompete,Blumige-Noten
1003,Epigaea repens,Epigaea repens,Blumige-Noten
1004,Ericksonella saccharata,Ericksonella saccharata,Blumige-Noten
1005,Essig-Rose Otto,Rosen,Blumige-Noten
1006,Färberginster,Färberginster,Blumige-Noten
1007,Fingerhut,Fingerhut,Blumige-Noten
1008,finnische weiße Rose,Rosen,Blumige-Noten
1009,Flamingoblume,Flamingoblume,Blumige-Noten
1010,Fledermausblume,Leder,Blumige-Noten
1011,fleißiges Lieschen,fleißiges Lieschen,Blumige-Noten
1012,Flieder CO,Flieder CO,Blumige-Noten
1013,Flieder Concrete,Flieder Concrete,Blumige-Noten
