ParfumIndex,Parfum,Hersteller,Geschlecht,Score,Erscheinungsjahr,parfumeur
1668,Day for Women Fragrance One ,Fragrance One,Frauen,6.8,2020,Honorine Blanc
1669,Girls Can Be Crazy Zadig & Voltaire ,Zadig  Voltaire,Frauen,7.5,2020,Quentin Bisch
1670,La Belle Saison Houbigant ,Houbigant,Frauen,7.3,2020,Céline Ellena
1671,Florence Blossom Roberto Cavalli ,Roberto Cavalli,Frauen,7.6,2020,Nicht angegeben
1672,Belle de Grasse Fragonard ,Fragonard,Frauen,7.6,2020,Shyamala Maisondieu
1673,Light Blue Love is Love Dolce & Gabbana ,Dolce Gabbana,Frauen,7.3,2020,Olivier Cresp
1674,La Surprise Parfums MDCI ,Parfums Mdci,Frauen,7.7,2020,Cécile Zarokian
1675,Emporio Armani - In Love With You Freeze Giorgio Armani ,Giorgio Armani,Frauen,5.5,2020,Julie Massé
1676,Velvet Fantasy Montale ,Montale,Frauen,7.2,2020,Nicht angegeben
1677,Candy Love Escada ,Escada,Frauen,7.2,2020,"Amandine Clerc-Marie,
Nicolas Bonneville"
1678,Bloom Profumo di Fiori Gucci ,Gucci,Frauen,7.4,2020,Alberto Morillas
1679,Lamar Kajal ,Kajal,Frauen,7.9,2020,Mark Buxton
1680,Her London Dream Burberry  Eau de Parfum,Burberry,Frauen,7.3,2020,"Jérôme Di Marino,
Maïa Lernout"
1681,R.E.M. Ariana Grande ,Ariana Grande,Frauen,7.2,2020,Alexis Grugeon
1682,Summer Soul Nature Blossom / Juniper Lane ,Nature Blossom,Frauen,7.5,2020,Nicht angegeben
1683,Byzance Rochas  Eau de Parfum,Rochas,Frauen,6.6,2020,"Maurice Roucel,
Aliénor Massenet"
1684,Oshun Calaj ,Calaj,Frauen,7.2,2020,Miguel Matos
1685,Le Vestiaire - Jumpsuit Yves Saint Laurent ,Yves Saint Laurent,Frauen,7.3,2020,Carlos Benaïm
1686,Seduction Collection - Amber Kiss Jimmy Choo ,Jimmy Choo,Frauen,7.8,2020,"Amandine Clerc-Marie,
Firmenich"
1687,Ambrette de Noir Aerin ,Aerin,Frauen,7.6,2020,Olivier Cresp
1688,For Her Pure Musc Narciso Rodriguez  Eau de Parfum Absolue,Narciso Rodriguez,Frauen,8.3,2020,Sonia Constant
1689,No : Glowing Amber Meleg Perfumes ,Meleg-Perfumes,Frauen,7.5,2020,"Matthew Meleg Markeninhaber, Parfümhersteller"
1690,No : Madeline Peach Meleg Perfumes ,Meleg-Perfumes,Frauen,7.5,2020,"Matthew Meleg Markeninhaber, Parfümhersteller"
1691,Night for Women Fragrance One ,Fragrance One,Frauen,6.5,2020,Honorine Blanc
1692,Flower by Kenzo Poppy Bouquet Kenzo  Eau de Parfum Florale,Kenzo,Frauen,7.1,2020,"Alberto Morillas,
Dora Baghriche-Arnaud"
1693,Mittumaari Nakuna ,Nakuna,Frauen,7.0,2020,Nadège Le Garlantezec
1694,Here To Stay Naomi Campbell ,Naomi Campbell,Frauen,6.4,2020,Nicht angegeben
1695,My Looks Woman  Wolfgang Joop ,Wolfgang Joop,Frauen,6.9,2020,Nicht angegeben
1696,Rose d'Isparta Boucheron ,Boucheron,Frauen,7.9,2020,"Sonia Constant,
Givaudan"
1697,L'Aimée Parfums MDCI ,Parfums Mdci,Frauen,6.6,2020,Nathalie Feisthauer
1698,Fresh Splash for Her Mexx ,Mexx,Frauen,7.6,2020,Nicht angegeben
1699,Coach Dreams Coach ,Coach,Frauen,7.2,2020,"Antoine Maisondieu,
Nathalie Gracia-Cetto,
Olivier Pescheux,
Shyamala Maisondieu"
1700,Sol Cheirosa ' Sol de Janeiro ,Sol De Janeiro,Frauen,8.4,2020,Jérôme Epinette
1701,Interlude Black Iris Amouage ,Amouage,Männer,8.1,2020,Pierre Negrin
1702,Pegasus Exclusif Parfums de Marly ,Parfums De Marly,Männer,7.9,2020,Hamid Merati-Kashani
1703,Dior Homme Dior  Eau de Toilette,Dior,Männer,7.6,2020,François Demachy
1704,Acqua di Giò Profondo Giorgio Armani  Eau de Parfum,Giorgio Armani,Männer,7.6,2020,Alberto Morillas
1705,L'Homme Idéal Extrême Guerlain ,Guerlain,Männer,8.3,2020,Thierry Wasser
1706,Armani Code Absolu Gold Giorgio Armani ,Giorgio Armani,Männer,8.2,2020,Antoine Maisondieu
1707, Million Parfum Paco Rabanne ,Paco Rabanne,Männer,7.4,2001,"Christophe Raynaud,
Quentin Bisch"
1708,Eros Versace  Eau de Parfum,Versace,Männer,7.8,2020,Olivier Pescheux
1709,This Is Love! pour Lui Zadig & Voltaire ,Zadig  Voltaire,Männer,7.2,2020,Nathalie Lorson
1710,Kokain Black Ash Rammstein ,Rammstein,Männer,7.3,2020,Alexandre Illan
1711,The One for Men Dolce & Gabbana  Eau de Parfum Intense,Dolce Gabbana,Männer,7.3,2020,Nicht angegeben
1712,Oud Tobacco Montale ,Montale,Männer,7.9,2020,Nicht angegeben
1713,Joop! Homme Ice Joop! ,Joop,Männer,7.1,2020,Maïa Lernout
1714,L'Homme Le Parfum Yves Saint Laurent ,Yves Saint Laurent,Männer,7.0,2020,"Anne Flipo,
Dominique Ropion,
Juliette Karagueuzoglou,
IFF (International Flavors & Fragrances)"
1715,Boss Bottled Hugo Boss  Eau de Parfum,Hugo Boss,Männer,7.4,2020,Honorine Blanc
1716,Impact Tommy Hilfiger ,Tommy Hilfiger,Männer,6.8,2020,Nicht angegeben
1717,K Dolce & Gabbana  Eau de Parfum,Dolce Gabbana,Männer,6.9,2020,"Daphné Bugey,
Nathalie Lorson"
1718,Le Mâle Aviator Jean Paul Gaultier ,Jean Paul Gaultier,Männer,7.4,2020,Christophe Raynaud
1719,Emporio Armani - Stronger With You Freeze Giorgio Armani ,Giorgio Armani,Männer,7.1,2020,"Cécile Matton,
Mane"
1720,Cool Water Aquaman Collector Edition Davidoff ,Davidoff,Männer,7.5,2020,Jérôme Di Marino
1721,L'Homme Rochas Rochas ,Rochas,Männer,7.6,2020,"Bruno Jovanovic,
IFF (International Flavors & Fragrances)"
1722,Vibrant Leather Summer Zara ,Zara,Männer,7.7,2020,Jérôme Epinette
1723,Interlude  Amouage ,Amouage,Männer,8.4,2020,Pierre Negrin
1724,Fusion d'Issey Issey Miyake ,Issey Miyake,Männer,6.5,2020,Nathalie Lorson
1725,L'Homme À la Rose Maison Francis Kurkdjian ,Maison Francis Kurkdjian,Männer,7.1,2020,Francis Kurkdjian
